0.000000	0.109505
0.000176	0.108442
0.000352	0.106121
0.000527	0.104966
0.000703	0.104881
0.000879	0.102277
0.001055	0.100987
0.001230	0.099508
0.001406	0.099436
0.001582	0.097938
0.001758	0.097338
0.001934	0.096565
0.002109	0.096373
0.002285	0.096585
0.002461	0.094623
0.002637	0.094894
0.002812	0.093866
0.002988	0.092813
0.003164	0.094299
0.003340	0.094455
0.003516	0.092055
0.003691	0.091767
0.003867	0.091139
0.004043	0.090045
0.004219	0.088558
0.004395	0.087767
0.004570	0.086764
0.004746	0.084591
0.004922	0.084810
0.005098	0.082605
0.005273	0.086969
0.005449	0.084761
0.005625	0.083355
0.005801	0.084914
0.005977	0.081959
0.006152	0.083570
0.006328	0.081960
0.006504	0.081223
0.006680	0.082379
0.006855	0.082181
0.007031	0.080880
0.007207	0.080607
0.007383	0.079145
0.007559	0.079648
0.007734	0.079001
0.007910	0.078422
0.008086	0.077490
0.008262	0.076782
0.008438	0.075685
0.008613	0.074188
0.008789	0.074186
0.008965	0.073246
0.009141	0.073180
0.009316	0.071656
0.009492	0.071014
0.009668	0.071238
0.009844	0.069242
0.010020	0.068823
0.010195	0.067619
0.010371	0.067848
0.010547	0.065631
0.010723	0.064655
0.010898	0.064492
0.011074	0.063498
0.011250	0.063149
0.011426	0.060989
0.011602	0.059281
0.011777	0.058781
0.011953	0.058884
0.012129	0.058546
0.012305	0.058262
0.012480	0.057494
0.012656	0.058038
0.012832	0.056928
0.013008	0.057522
0.013184	0.056903
0.013359	0.057941
0.013535	0.054025
0.013711	0.052648
0.013887	0.056989
0.014062	0.053311
0.014238	0.054088
0.014414	0.054340
0.014590	0.054493
0.014766	0.054590
0.014941	0.054094
0.015117	0.054144
0.015293	0.055003
0.015469	0.055081
0.015645	0.056577
0.015820	0.055896
0.015996	0.055393
0.016172	0.056836
0.016348	0.056686
0.016523	0.057521
0.016699	0.058654
0.016875	0.060460
0.017051	0.059550
0.017227	0.061455
0.017402	0.062954
0.017578	0.062709
0.017754	0.064848
0.017930	0.065545
0.018105	0.066508
0.018281	0.067068
0.018457	0.069463
0.018633	0.069109
0.018809	0.070768
0.018984	0.073040
0.019160	0.073341
0.019336	0.075386
0.019512	0.076374
0.019688	0.077548
0.019863	0.081168
0.020039	0.082074
0.020215	0.082557
0.020391	0.083325
0.020566	0.084284
0.020742	0.084708
0.020918	0.085642
0.021094	0.085756
0.021270	0.086291
0.021445	0.085924
0.021621	0.087213
0.021797	0.086927
0.021973	0.093021
0.022148	0.089974
0.022324	0.090444
0.022500	0.092096
0.022676	0.090690
0.022852	0.093308
0.023027	0.091960
0.023203	0.092181
0.023379	0.093262
0.023555	0.093127
0.023730	0.092786
0.023906	0.092712
0.024082	0.092301
0.024258	0.093017
0.024434	0.091966
0.024609	0.091560
0.024785	0.090742
0.024961	0.089314
0.025137	0.088317
0.025312	0.086059
0.025488	0.085802
0.025664	0.083600
0.025840	0.082755
0.026016	0.079805
0.026191	0.079474
0.026367	0.077290
0.026543	0.074621
0.026719	0.072602
0.026895	0.070536
0.027070	0.068387
0.027246	0.064539
0.027422	0.062491
0.027598	0.060196
0.027773	0.057028
0.027949	0.054542
0.028125	0.051683
0.028301	0.047797
0.028477	0.045331
0.028652	0.042989
0.028828	0.040119
0.029004	0.037095
0.029180	0.034111
0.029355	0.031311
0.029531	0.027571
0.029707	0.025527
0.029883	0.021289
0.030059	0.019140
0.030234	0.010845
0.030410	0.009386
0.030586	0.009347
0.030762	0.001702
0.030937	0.000672
0.031113	-0.003452
0.031289	-0.006586
0.031465	-0.010089
0.031641	-0.013302
0.031816	-0.017277
0.031992	-0.020359
0.032168	-0.023513
0.032344	-0.026376
0.032520	-0.030834
0.032695	-0.035442
0.032871	-0.037827
0.033047	-0.042363
0.033223	-0.044020
0.033398	-0.047093
0.033574	-0.049666
0.033750	-0.053167
0.033926	-0.054533
0.034102	-0.058304
0.034277	-0.061072
0.034453	-0.062833
0.034629	-0.065564
0.034805	-0.068854
0.034980	-0.070705
0.035156	-0.071623
0.035332	-0.075671
0.035508	-0.077108
0.035684	-0.079549
0.035859	-0.081215
0.036035	-0.083140
0.036211	-0.085687
0.036387	-0.087428
0.036562	-0.087282
0.036738	-0.089598
0.036914	-0.091164
0.037090	-0.093040
0.037266	-0.095393
0.037441	-0.097075
0.037617	-0.099397
0.037793	-0.101374
0.037969	-0.103753
0.038145	-0.105357
0.038320	-0.106349
0.038496	-0.107828
0.038672	-0.103628
0.038848	-0.109349
0.039023	-0.108926
0.039199	-0.110679
0.039375	-0.112351
0.039551	-0.113236
0.039727	-0.115939
0.039902	-0.115895
0.040078	-0.117021
0.040254	-0.119228
0.040430	-0.119287
0.040605	-0.121239
0.040781	-0.122255
0.040957	-0.121521
0.041133	-0.124013
0.041309	-0.124029
0.041484	-0.125453
0.041660	-0.126879
0.041836	-0.128679
0.042012	-0.129211
0.042187	-0.130123
0.042363	-0.131900
0.042539	-0.131693
0.042715	-0.132957
0.042891	-0.132858
0.043066	-0.135121
0.043242	-0.136542
0.043418	-0.136958
0.043594	-0.137532
0.043770	-0.138964
0.043945	-0.140929
0.044121	-0.140091
0.044297	-0.141040
0.044473	-0.142627
0.044648	-0.142017
0.044824	-0.143351
0.045000	-0.145323
0.045176	-0.144490
0.045352	-0.144783
0.045527	-0.144994
0.045703	-0.145939
0.045879	-0.145771
0.046055	-0.146028
0.046230	-0.146732
0.046406	-0.146252
0.046582	-0.147140
0.046758	-0.146631
0.046934	-0.151783
0.047109	-0.147263
0.047285	-0.147590
0.047461	-0.149248
0.047637	-0.145651
0.047813	-0.147948
0.047988	-0.146573
0.048164	-0.145563
0.048340	-0.145709
0.048516	-0.145185
0.048691	-0.144756
0.048867	-0.143279
0.049043	-0.141129
0.049219	-0.141725
0.049395	-0.140794
0.049570	-0.139792
0.049746	-0.139054
0.049922	-0.137653
0.050098	-0.135197
0.050273	-0.134843
0.050449	-0.132911
0.050625	-0.131410
0.050801	-0.131184
0.050977	-0.129211
0.051152	-0.126856
0.051328	-0.125308
0.051504	-0.123811
0.051680	-0.120998
0.051855	-0.118862
0.052031	-0.118782
0.052207	-0.115188
0.052383	-0.112635
0.052559	-0.111365
0.052734	-0.108793
0.052910	-0.106793
